stream_name,depth
StreamingLineBuffer_5_out0_stream_prepad_3,134
StreamingLineBuffer_5_out0_stream_prepad_4,21
StreamingLineBuffer_5_out0_stream_prepad_5,5
StreamingLineBuffer_5_out0_stream_prepad_6,38
StreamingLineBuffer_5_out0_stream_prepad_7,21
StreamingLineBuffer_5_out0_stream_prepad_8,71
StreamingLineBuffer_5_out0_stream_prepad_9,71
StreamingLineBuffer_5_out0_stream_prepad_10,38
StreamingLineBuffer_5_out0_stream_prepad_11,23
StreamingLineBuffer_5_out0_stream_prepad_12,52
StreamingLineBuffer_5_out0_stream_prepad_13,40
StreamingLineBuffer_5_out0_stream_prepad_14,57
StreamingLineBuffer_5_out0_stream_prepad_15,57
StreamingLineBuffer_5_out0_stream_prepad_16,57
StreamingLineBuffer_5_out0_stream_prepad_17,41
StreamingLineBuffer_5_buffer_stream_0,17
StreamingLineBuffer_5_buffer_stream_1,17
StreamingLineBuffer_5_buffer_stream_2,65
StreamingLineBuffer_5_buffer_stream_3,65
StreamingLineBuffer_5_buffer_stream_4,49
StreamingLineBuffer_5_buffer_stream_5,49
StreamingLineBuffer_5_buffer_stream_6,17
StreamingLineBuffer_5_buffer_stream_7,17
StreamingLineBuffer_5_buffer_stream_8,65
StreamingLineBuffer_5_buffer_stream_9,65
StreamingLineBuffer_5_buffer_stream_10,49
StreamingLineBuffer_5_buffer_stream_11,49
StreamingLineBuffer_5_buffer_stream_12,17
StreamingLineBuffer_5_buffer_stream_13,17
StreamingMemory_12_out0_stream_0,2
StreamingMemory_12_out0_stream_1,2
StreamingMemory_12_out0_stream_2,2
StreamingMemory_12_out0_stream_3,2
StreamingMemory_12_out0_stream_4,2
StreamingMemory_12_out0_stream_5,2
StreamingMemory_12_out0_stream_6,2
StreamingMemory_12_out0_stream_7,2
StreamingMemory_12_out0_stream_8,2
StreamingMemory_12_out1_stream_0,2
StreamingConv_5_out0_stream_0,3
StreamingConv_5_out0_stream_1,3
StreamingConv_5_out0_stream_2,3
StreamingConv_5_out0_stream_3,3
StreamingMemory_13_out0_stream_0,2
StreamingMemory_13_out1_stream_0,2
StreamingAdd_1_out0_stream_0,4
StreamingAdd_1_out0_stream_1,4
StreamingAdd_1_out0_stream_2,4
StreamingAdd_1_out0_stream_3,4
StreamingMemory_14_out0_stream_0,2
StreamingMemory_14_out1_stream_0,2
TensorDuplicator_2_out0_stream_0,3
TensorDuplicator_2_out0_stream_1,3
TensorDuplicator_2_out0_stream_2,3
TensorDuplicator_2_out0_stream_3,3
TensorDuplicator_2_out1_stream_0,3
TensorDuplicator_2_out1_stream_1,3
TensorDuplicator_2_out1_stream_2,3
TensorDuplicator_2_out1_stream_3,3
