latency,bram,latency_bram_product,design_name,optimizer_name
14910,56,834960,k15mmseq_imbalanced__opt5,group_random_search
15750,42,661500,k15mmseq_imbalanced__opt5,group_random_search
22224,22,488928,k15mmseq_imbalanced__opt5,group_random_search
34129,4,136516,k15mmseq_imbalanced__opt5,group_random_search
15631,52,812812,k15mmseq_imbalanced__opt5,group_random_search
19562,24,469488,k15mmseq_imbalanced__opt5,group_random_search
11267,84,946428,k15mmseq_imbalanced__opt5,group_random_search
13022,62,807364,k15mmseq_imbalanced__opt5,group_random_search
7800,114,889200,k15mmseq_imbalanced__opt5,heuristic
10724,112,1201088,k15mmseq_imbalanced__opt5,heuristic
28821,10,288210,k15mmseq_imbalanced__opt5,init_simulated_annealing
7802,118,920636,k15mmseq_imbalanced__opt5,init_simulated_annealing
25945,16,415120,k15mmseq_imbalanced__opt5,init_simulated_annealing
11596,82,950872,k15mmseq_imbalanced__opt5,init_simulated_annealing
8476,116,983216,k15mmseq_imbalanced__opt5,init_simulated_annealing
11206,114,1277484,k15mmseq_imbalanced__opt5,init_simulated_annealing
15223,54,822042,k15mmseq_imbalanced__opt5,init_simulated_annealing
24240,18,436320,k15mmseq_imbalanced__opt5,init_simulated_annealing
34668,2,69336,k15mmseq_imbalanced__opt5,init_simulated_annealing
16598,32,531136,k15mmseq_imbalanced__opt5,init_simulated_annealing
23069,20,461380,k15mmseq_imbalanced__opt5,init_simulated_annealing
12403,68,843404,k15mmseq_imbalanced__opt5,init_simulated_annealing
12632,64,808448,k15mmseq_imbalanced__opt5,init_simulated_annealing
16020,40,640800,k15mmseq_imbalanced__opt5,init_simulated_annealing
11789,76,895964,k15mmseq_imbalanced__opt5,init_simulated_annealing
13216,60,792960,k15mmseq_imbalanced__opt5,init_simulated_annealing
32751,8,262008,k15mmseq_imbalanced__opt5,init_simulated_annealing
14910,56,834960,k15mmseq_imbalanced__opt5,init_simulated_annealing
15750,42,661500,k15mmseq_imbalanced__opt5,init_simulated_annealing
22224,22,488928,k15mmseq_imbalanced__opt5,init_simulated_annealing
34129,4,136516,k15mmseq_imbalanced__opt5,init_simulated_annealing
15631,52,812812,k15mmseq_imbalanced__opt5,init_simulated_annealing
19562,24,469488,k15mmseq_imbalanced__opt5,init_simulated_annealing
11267,84,946428,k15mmseq_imbalanced__opt5,init_simulated_annealing
13022,62,807364,k15mmseq_imbalanced__opt5,init_simulated_annealing
24343,46,1119778,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
23288,50,1164400,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
24118,48,1157664,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
12050,82,988100,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
19338,60,1160280,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
31464,34,1069776,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
32644,28,914032,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
27041,44,1189804,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
18653,62,1156486,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
27111,36,975996,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
13031,70,912170,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
13049,68,887332,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
12578,74,930772,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
12443,76,945668,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
12442,78,970476,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
21331,52,1109212,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
21270,58,1233660,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
15662,64,1002368,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
15273,66,1008018,k15mmseq_imbalanced__opt5,discrete_simulated_annealing
16792,32,537344,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
17418,28,487704,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
36647,0,0,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
13020,42,546840,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
31744,4,126976,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
26967,12,323604,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
29210,8,233680,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
24628,16,394048,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
34128,2,68256,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
27980,10,279800,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
10799,106,1144694,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
11266,82,923812,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
12225,66,806850,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
11655,78,909090,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
10859,98,1064182,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
19563,26,508638,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
7800,114,889200,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
10724,110,1179640,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
16340,34,555560,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
12613,58,731554,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
23069,20,461380,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
16121,38,612598,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
20562,22,452364,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
12179,74,901246,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
12006,76,912456,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
19952,24,478848,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
15623,40,624920,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
26762,14,374668,k15mmseq_imbalanced__opt5,grouped_discrete_simulated_annealing
95576,192,18350592,k15mmseq_relu__opt5,random_search
96633,182,17587206,k15mmseq_relu__opt5,random_search
72436,232,16805152,k15mmseq_relu__opt5,random_search
94948,204,19369392,k15mmseq_relu__opt5,random_search
95975,188,18043300,k15mmseq_relu__opt5,random_search
90163,208,18753904,k15mmseq_relu__opt5,random_search
94971,202,19184142,k15mmseq_relu__opt5,random_search
95199,196,18659004,k15mmseq_relu__opt5,random_search
72712,210,15269520,k15mmseq_relu__opt5,random_search
96788,166,16066808,k15mmseq_relu__opt5,random_search
96600,186,17967600,k15mmseq_relu__opt5,random_search
41589,128,5323392,k15mmseq_relu__opt5,group_random_search
28823,224,6456352,k15mmseq_relu__opt5,group_random_search
34556,192,6634752,k15mmseq_relu__opt5,group_random_search
36196,160,5791360,k15mmseq_relu__opt5,group_random_search
48290,96,4635840,k15mmseq_relu__opt5,group_random_search
35065,176,6171440,k15mmseq_relu__opt5,group_random_search
28821,198,5706558,k15mmseq_relu__opt5,heuristic
41589,128,5323392,k15mmseq_relu__opt5,init_simulated_annealing
28823,224,6456352,k15mmseq_relu__opt5,init_simulated_annealing
34556,192,6634752,k15mmseq_relu__opt5,init_simulated_annealing
36196,160,5791360,k15mmseq_relu__opt5,init_simulated_annealing
48290,96,4635840,k15mmseq_relu__opt5,init_simulated_annealing
35065,176,6171440,k15mmseq_relu__opt5,init_simulated_annealing
95804,184,17627936,k15mmseq_relu__opt5,discrete_simulated_annealing
66071,238,15724898,k15mmseq_relu__opt5,discrete_simulated_annealing
94896,190,18030240,k15mmseq_relu__opt5,discrete_simulated_annealing
81307,204,16586628,k15mmseq_relu__opt5,discrete_simulated_annealing
66513,232,15431016,k15mmseq_relu__opt5,discrete_simulated_annealing
73018,210,15333780,k15mmseq_relu__opt5,discrete_simulated_annealing
66637,226,15059962,k15mmseq_relu__opt5,discrete_simulated_annealing
67282,222,14936604,k15mmseq_relu__opt5,discrete_simulated_annealing
67281,224,15070944,k15mmseq_relu__opt5,discrete_simulated_annealing
67310,212,14269720,k15mmseq_relu__opt5,discrete_simulated_annealing
67286,218,14668348,k15mmseq_relu__opt5,discrete_simulated_annealing
73658,208,15320864,k15mmseq_relu__opt5,discrete_simulated_annealing
66926,32,2141632,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
42607,96,4090272,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
94874,0,0,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
72150,16,1154400,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
28822,208,5994976,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
29331,192,5631552,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
35234,160,5637440,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
47831,80,3826480,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
41419,128,5301632,k15mmseq_relu__opt5,grouped_discrete_simulated_annealing
30815,82,2526830,k15mmseq_relu_imbalanced__opt5,random_search
27831,86,2393466,k15mmseq_relu_imbalanced__opt5,random_search
20912,100,2091200,k15mmseq_relu_imbalanced__opt5,random_search
33683,74,2492542,k15mmseq_relu_imbalanced__opt5,random_search
23147,96,2222112,k15mmseq_relu_imbalanced__opt5,random_search
33435,76,2541060,k15mmseq_relu_imbalanced__opt5,random_search
29722,84,2496648,k15mmseq_relu_imbalanced__opt5,random_search
24075,94,2263050,k15mmseq_relu_imbalanced__opt5,random_search
26333,88,2317304,k15mmseq_relu_imbalanced__opt5,random_search
19001,120,2280120,k15mmseq_relu_imbalanced__opt5,random_search
18170,122,2216740,k15mmseq_relu_imbalanced__opt5,random_search
19312,106,2047072,k15mmseq_relu_imbalanced__opt5,random_search
10994,112,1231328,k15mmseq_relu_imbalanced__opt5,group_random_search
21482,42,902244,k15mmseq_relu_imbalanced__opt5,group_random_search
15945,48,765360,k15mmseq_relu_imbalanced__opt5,group_random_search
13285,68,903380,k15mmseq_relu_imbalanced__opt5,group_random_search
8489,116,984724,k15mmseq_relu_imbalanced__opt5,group_random_search
15124,60,907440,k15mmseq_relu_imbalanced__opt5,group_random_search
12773,72,919656,k15mmseq_relu_imbalanced__opt5,group_random_search
27982,30,839460,k15mmseq_relu_imbalanced__opt5,group_random_search
12586,82,1032052,k15mmseq_relu_imbalanced__opt5,group_random_search
11382,98,1115436,k15mmseq_relu_imbalanced__opt5,group_random_search
12407,86,1067002,k15mmseq_relu_imbalanced__opt5,group_random_search
11563,94,1086922,k15mmseq_relu_imbalanced__opt5,group_random_search
11896,88,1046848,k15mmseq_relu_imbalanced__opt5,group_random_search
15277,58,886066,k15mmseq_relu_imbalanced__opt5,group_random_search
14949,62,926838,k15mmseq_relu_imbalanced__opt5,group_random_search
22541,34,766394,k15mmseq_relu_imbalanced__opt5,group_random_search
11053,106,1171618,k15mmseq_relu_imbalanced__opt5,group_random_search
18870,44,830280,k15mmseq_relu_imbalanced__opt5,group_random_search
8488,114,967632,k15mmseq_relu_imbalanced__opt5,heuristic
10917,112,1222704,k15mmseq_relu_imbalanced__opt5,heuristic
10994,112,1231328,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
21482,42,902244,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
15945,48,765360,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
13285,68,903380,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
8489,116,984724,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
15124,60,907440,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
12773,72,919656,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
27982,30,839460,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
12586,82,1032052,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
11382,98,1115436,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
12407,86,1067002,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
11563,94,1086922,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
11896,88,1046848,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
15277,58,886066,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
14949,62,926838,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
22541,34,766394,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
11053,106,1171618,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
18870,44,830280,k15mmseq_relu_imbalanced__opt5,init_simulated_annealing
26464,80,2117120,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
20697,102,2111094,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
15104,114,1721856,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
15048,116,1745568,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
16700,104,1736800,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
21370,100,2137000,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
25183,82,2065006,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
25105,88,2209240,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
27889,78,2175342,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
23550,92,2166600,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
21807,96,2093472,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
25081,90,2257290,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
12079,154,1860166,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
22863,94,2149122,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
12738,134,1706892,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
12726,136,1730736,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
15362,108,1659096,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
13030,126,1641780,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
12958,130,1684540,k15mmseq_relu_imbalanced__opt5,discrete_simulated_annealing
11401,88,1003288,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
13284,56,743904,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
22524,38,855912,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
19357,42,812994,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
23062,32,737984,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
23461,20,469220,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
24389,18,439002,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
31080,4,124320,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
28651,8,229208,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
25119,12,301428,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
29476,6,176856,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
43334,0,0,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
33059,2,66118,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
12791,66,844206,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
8488,114,967632,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
11052,98,1083096,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
10917,110,1200870,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
10992,106,1165152,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
12928,64,827392,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
12952,58,751216,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
15294,46,703524,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
11731,86,1008866,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
21632,40,865280,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
12443,70,871010,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
15935,44,701140,k15mmseq_relu_imbalanced__opt5,grouped_discrete_simulated_annealing
