stream_name,depth
StreamingMemory_38_out0_stream_4,2
StreamingMemory_38_out0_stream_5,2
StreamingMemory_38_out0_stream_6,2
StreamingMemory_38_out0_stream_7,2
StreamingMemory_38_out0_stream_8,2
StreamingMemory_38_out1_stream_0,2
StreamingConv_8_out0_stream_0,4
StreamingConv_8_out0_stream_1,4
StreamingMemory_39_out0_stream_0,2
StreamingMemory_39_out1_stream_0,2
StreamingSwish_8_out0_stream_0,2
StreamingSwish_8_out0_stream_1,2
StreamingMemory_40_out0_stream_0,2
StreamingMemory_40_out1_stream_0,2
StreamingLineBuffer_9_out0_stream_0,10
StreamingLineBuffer_9_out0_stream_1,10
StreamingLineBuffer_9_out0_stream_2,10
StreamingLineBuffer_9_out0_stream_3,10
StreamingLineBuffer_9_out0_stream_4,10
StreamingLineBuffer_9_out0_stream_5,10
StreamingLineBuffer_9_out0_stream_6,10
StreamingLineBuffer_9_out0_stream_7,10
StreamingLineBuffer_9_out0_stream_8,10
StreamingLineBuffer_9_out0_stream_9,10
StreamingLineBuffer_9_out0_stream_10,10
StreamingLineBuffer_9_out0_stream_11,10
StreamingLineBuffer_9_out0_stream_prepad_0,96
StreamingLineBuffer_9_out0_stream_prepad_1,64
StreamingLineBuffer_9_out0_stream_prepad_2,65
StreamingLineBuffer_9_out0_stream_prepad_3,33
StreamingLineBuffer_9_out0_stream_prepad_4,66
StreamingLineBuffer_9_out0_stream_prepad_5,33
StreamingLineBuffer_9_out0_stream_prepad_6,66
StreamingLineBuffer_9_out0_stream_prepad_7,34
StreamingLineBuffer_9_out0_stream_prepad_8,67
StreamingLineBuffer_9_out0_stream_prepad_9,35
StreamingLineBuffer_9_out0_stream_prepad_10,68
StreamingLineBuffer_9_out0_stream_prepad_11,36
StreamingLineBuffer_9_buffer_stream_0,33
StreamingLineBuffer_9_buffer_stream_1,33
StreamingLineBuffer_9_buffer_stream_2,1249
StreamingLineBuffer_9_buffer_stream_3,1249
StreamingLineBuffer_9_buffer_stream_4,33
StreamingLineBuffer_9_buffer_stream_5,33
StreamingLineBuffer_9_buffer_stream_6,1249
StreamingLineBuffer_9_buffer_stream_7,1249
StreamingLineBuffer_9_buffer_stream_8,33
StreamingLineBuffer_9_buffer_stream_9,33
StreamingMemory_41_out0_stream_0,2
StreamingMemory_41_out1_stream_0,2
StreamingConv_9_out0_stream_0,4
StreamingConv_9_out0_stream_1,4
StreamingMemory_42_out0_stream_0,2
StreamingMemory_42_out1_stream_0,2
StreamingSwish_9_out0_stream_0,3
StreamingSwish_9_out0_stream_1,3
StreamingMemory_43_out0_stream_0,2
StreamingMemory_43_out1_stream_0,2
StreamingAdd_1_out0_stream_0,4
StreamingAdd_1_out0_stream_1,4
StreamingMemory_44_out0_stream_0,2
StreamingMemory_44_out0_stream_1,2
StreamingMemory_44_out0_stream_2,2
StreamingMemory_44_out0_stream_3,2
StreamingMemory_44_out0_stream_4,2
StreamingMemory_44_out0_stream_5,2
StreamingMemory_44_out0_stream_6,2
StreamingMemory_44_out0_stream_7,2
StreamingMemory_44_out0_stream_8,2
StreamingMemory_44_out1_stream_0,2
BandwidthAdjustIncreaseChannels_2_out0_stream_0,3
BandwidthAdjustIncreaseChannels_2_out0_stream_1,3
StreamingMemory_45_out0_stream_0,2
StreamingMemory_45_out1_stream_0,2
TensorDuplicator_4_out0_stream_0,4
TensorDuplicator_4_out0_stream_1,4
TensorDuplicator_4_out1_stream_0,3
TensorDuplicator_4_out1_stream_1,3
StreamingMemory_46_out0_stream_0,2
StreamingMemory_46_out1_stream_0,2
TensorDuplicator_5_out0_stream_0,3
TensorDuplicator_5_out0_stream_1,3
TensorDuplicator_5_out1_stream_0,3
TensorDuplicator_5_out1_stream_1,3
BandwidthAdjustDecreaseChannels_4_out0_stream_0,2689
BandwidthAdjustDecreaseChannels_4_out0_stream_1,2689
StreamingMemory_47_out0_stream_0,2
StreamingMemory_47_out1_stream_0,2
BandwidthAdjustDecreaseChannels_5_out0_stream_0,2
BandwidthAdjustDecreaseChannels_5_out0_stream_1,2
BandwidthAdjustDecreaseChannels_6_out0_stream_0,2722
BandwidthAdjustDecreaseChannels_6_out0_stream_1,2722
StreamingMemory_48_out0_stream_0,2
StreamingMemory_48_out0_stream_1,2
StreamingMemory_48_out0_stream_2,2
StreamingMemory_48_out0_stream_3,2
StreamingMemory_48_out0_stream_4,2
StreamingMemory_48_out0_stream_5,2
StreamingMemory_48_out0_stream_6,2
StreamingMemory_48_out0_stream_7,2
StreamingMemory_48_out0_stream_8,2
StreamingMemory_48_out1_stream_0,2
StreamingLineBuffer_10_out0_stream_0,10
StreamingLineBuffer_10_out0_stream_1,10
StreamingLineBuffer_10_out0_stream_2,10
StreamingLineBuffer_10_out0_stream_3,10
StreamingLineBuffer_10_out0_stream_4,10
StreamingLineBuffer_10_out0_stream_5,10
StreamingLineBuffer_10_out0_stream_6,10
StreamingLineBuffer_10_out0_stream_7,10
StreamingLineBuffer_10_out0_stream_8,10
StreamingLineBuffer_10_out0_stream_9,10
StreamingLineBuffer_10_out0_stream_10,10
StreamingLineBuffer_10_out0_stream_11,10
StreamingLineBuffer_10_out0_stream_prepad_0,96
StreamingLineBuffer_10_out0_stream_prepad_1,64
StreamingLineBuffer_10_out0_stream_prepad_2,65
StreamingLineBuffer_10_out0_stream_prepad_3,33
StreamingLineBuffer_10_out0_stream_prepad_4,66
StreamingLineBuffer_10_out0_stream_prepad_5,33
StreamingLineBuffer_10_out0_stream_prepad_6,66
StreamingLineBuffer_10_out0_stream_prepad_7,34
StreamingLineBuffer_10_out0_stream_prepad_8,67
StreamingLineBuffer_10_out0_stream_prepad_9,35
StreamingLineBuffer_10_out0_stream_prepad_10,68
StreamingLineBuffer_10_out0_stream_prepad_11,36
StreamingLineBuffer_10_buffer_stream_0,33
StreamingLineBuffer_10_buffer_stream_1,33
